net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_alpha_3years,fund_alpha_5years,fund_alpha_10years,fund_beta_3years,fund_beta_5years,fund_beta_10years,fund_mean_annual_return_3years,fund_mean_annual_return_5years,fund_mean_annual_return_10years,fund_r_squared_3years,fund_r_squared_5years,fund_r_squared_10years,fund_standard_deviation_3years,fund_standard_deviation_5years,fund_standard_deviation_10years,fund_sharpe_ratio_3years,fund_sharpe_ratio_5years,fund_sharpe_ratio_10years,fund_treynor_ratio_5years,fund_treynor_ratio_10years
407400000,11.91,1.82,0.35,87.78,10.69,17.05,2.97,2.02,8.8,2.46,11.89,15.4,2.5,7.77,14.49,3.33,3.56,5.43,10.23,22.94,0,98.18,0,0,0,0,0,0,1.82,8.3,7.5,1.72,-0.25,8.3,3.2,6.13,13.45,0,10.14,0,15.76,0,7.33,-3.68,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95020000,10.14,1.38,0.45,68.75,25.99,16.42,1.92,1.17,8.49,6.03,14.31,16.04,9.89,3.44,8.96,4.03,0.59,4.46,15.59,16.66,0,95.6,0,0,0,0,0,0,4.4,6.74,9.01,-0.3,0.12,6.74,4.65,-0.77,12.18,0,8.34,0,15.92,0,7.88,-9.19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39400000,7.21,1.37,0.45,60.3,36.51,15.84,1.72,0.92,7.03,6.76,13.59,15.84,9.33,3.59,9.97,2.07,1.54,3.91,16.97,16.43,0,96.47,0,0,0,0,0,0,3.53,4.4,6.65,-2.09,-4.12,4.4,-2.26,-0.42,3.71,0,4.58,0,12.14,0,6.1,-5.47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72280000,16.51,2.26,0.58,99.98,0,15.23,1.96,1.98,10.02,6.83,12.36,5.87,4.98,12.88,10.72,0.46,8.98,0.44,12.78,23.71,0,0,0,0,0,0,0,0,0,13.28,4.1,2.39,1.61,13.28,5.08,-4.17,10.47,8.41,2.33,3.73,8.24,7.18,2.43,-14.25,29.54,0.3,1.13,-0.86,0.95,0.95,0.94,0.69,0.36,0.69,88.07,91.16,89.29,10.68,12.01,15.63,0.65,0.29,0.5,2.95,7.31
9040000,,0,0.75,0,26.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.57,0,-2.81,0,-8.7,0,-37.32,0,-9.1,0,7.26,0,0,0,,,-5.95,-2.06,0,1.73,1.7,0,-0.47,0.95,0,73.32,74.64,0,26.54,30.07,0,-0.24,0.36,0,3.96,0
50030000,12.79,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.56,10.9,1.48,-0.1,10.56,3.26,16.75,17.04,11.17,10.53,12.1,15.36,18.62,6.55,-10.93,37.04,5.42,3.63,4.95,0.67,0.79,0.82,1.23,1.04,1.5,24.86,41.24,57.76,14.37,13.76,13.76,0.93,0.85,1.27,14.45,21.79
226770000,-11.99,1.17,0.95,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.09,0,0.09,0,-10.09,0,-8.02,0,-14.07,0,-11.76,0,-15.61,0,3.48,-21.49,-4.43,-2.99,-2.9,-0.94,-0.95,-0.9,-1.21,-0.99,-1.34,90.23,92.52,93.14,10.72,11.01,11.84,-1.48,-1.15,-1.4,13.28,17.84
4700000,-0.15,2.15,1.64,100,0,9.48,0.97,0.9,3.39,17.84,6.56,27.41,2.04,8.01,0.66,10.37,9.56,11.59,5.96,0,0,0,0,0,0,0,0,0,0,2.47,5.35,-5.9,1.07,2.47,6.53,-2.31,8.2,0,-0.98,0,5.3,0,1.17,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391830000,11.1,3.95,0.48,99.08,0.92,12.48,1.34,1.12,5.86,6.21,9.07,23.44,1.5,12.28,10.72,5.26,10.2,10.71,7.94,2.67,0,0,0,0,0,0,0,0,0,9.76,5.35,0.73,1.07,9.76,6.53,-3.19,8.2,7.21,-0.98,1.24,5.3,7.88,1.17,-12.5,21.54,-0.57,-1.1,-0.51,0.93,0.94,0.96,0.61,0.17,0.74,92.14,94.19,94.9,10.24,11.69,15.59,0.58,0.1,0.54,0.57,7.8
3730000000,16.77,2.18,0.38,100,0,15.3,1.85,1.12,6.71,7.42,24.62,10.62,14.71,5.09,1.82,8.12,0.29,7.42,13.7,6.19,0,0,0,0,0,0,0,0,0,13.5,12.78,0.32,0.05,13.5,4.11,7.27,15.53,10.27,10.34,9.58,17.24,18.05,7.35,-8.28,14.87,-2.64,-0.54,1.59,0.98,0.94,1.03,0.87,0.82,1.48,82.23,81,83.97,11.65,11.67,14.25,0.79,0.78,1.21,9.34,17.1
179190000,9.72,4.24,0.58,98.71,1.29,13.18,1.54,0.91,6.86,10.25,10.87,1.42,0,11.07,9.19,15.93,16.3,10.43,10.59,3.95,0,0,0,0,0,0,0,0,0,9.54,5.35,1.76,1.07,9.54,6.53,-0.98,8.2,6.59,-0.98,0.37,5.3,8.29,1.17,-9.35,20.01,-0.68,-1.97,-0.17,0.88,0.9,0.96,0.57,0.09,0.76,83.88,89.17,91.36,10.15,11.44,15.76,0.54,0.02,0.55,-0.46,8.15
